"year","station","julian"
1998,"B-06",175
1998,"A-06",175
1998,"Z-05",175
1998,"A-04",178
1998,"B-04",178
1998,"C-04",178
1998,"D-04",179
1998,"E-04",179
1998,"F-04",179
1998,"G-04",179
1998,"H-04",179
1998,"I-04",180
1998,"J-04",180
1998,"K-04",180
1998,"L-04",180
1998,"M-04",180
1998,"N-04",181
1998,"O-04",181
1998,"O-03",181
1998,"N-03",181
1998,"M-03",181
1998,"N-02",182
1998,"M-02",182
1998,"L-02",182
1998,"K-02",182
1998,"J-02",182
1998,"I-02",183
1998,"H-02",183
1998,"G-02",183
1998,"F-02",183
1998,"E-02",183
1998,"A-02",184
1998,"B-02",184
1998,"C-02",184
1998,"D-02",184
1998,"D-01",184
1998,"HG2120",186
1998,"HG2019",186
1998,"HG1918",186
1998,"G-18",186
1998,"F-18",186
1998,"E-19",187
1998,"J-16",160
1998,"K-14",160
1998,"K-13",161
1998,"J-13",161
1998,"J-14",161
1998,"I-14",161
1998,"H-14",161
1998,"G-14",162
1998,"F-14",162
1998,"E-12",162
1998,"F-12",163
1998,"G-12",163
1998,"H-12",163
1998,"I-12",164
1998,"J-12",164
1998,"K-12",164
1998,"K-10",165
1998,"J-10",165
1998,"I-10",165
1998,"H-10",166
1998,"G-10",166
1998,"F-10",166
1998,"E-10",167
1998,"D-10",167
1998,"C-09",167
1998,"B-08",169
1998,"C-08",169
1998,"D-08",169
1998,"E-08",169
1998,"F-08",170
1998,"G-08",170
1998,"H-08",171
1998,"I-08",171
1998,"J-08",171
1998,"K-08",172
1998,"L-08",172
1998,"M-08",172
1998,"N-06",172
1998,"M-06",173
1998,"L-06",173
1998,"K-06",173
1998,"J-06",173
1998,"H-16",160
1998,"I-16",160
1997,"O-19",183
1997,"N-19",183
1997,"N-21",184
1997,"M-21",184
1997,"L-21",184
1997,"K-21",184
1997,"E-07",164
1997,"F-07",164
1997,"G-07",164
1997,"H-07",165
1997,"I-07",165
1997,"J-07",165
1997,"K-07",165
1997,"L-07",165
1997,"M-07",166
1997,"N-07",166
1997,"N-05",166
1997,"N-04",166
1997,"M-05",168
1997,"L-05",168
1997,"K-05",168
1997,"J-05",168
1997,"I-05",168
1997,"H-05",169
1997,"G-05",169
1997,"F-05",169
1997,"E-05",169
1997,"D-05",169
1997,"C-05",170
1997,"B-05",170
1997,"A-05",170
1997,"A-03",171
1997,"B-03",171
1997,"C-03",171
1997,"D-03",171
1997,"E-03",171
1997,"F-03",172
1997,"G-03",172
1997,"H-03",172
1997,"I-03",172
1997,"J-03",172
1997,"K-03",173
1997,"K-01",173
1997,"J-01",173
1997,"I-01",173
1997,"H-01",174
1997,"G-01",174
1997,"F-01",174
1997,"E-01",174
1997,"D-01",174
1997,"C-18",175
1997,"C-01",175
1997,"B-01",175
1997,"E-19",178
1997,"F-19",178
1997,"J-26",195
1997,"I-26",196
1997,"H-26",196
1997,"G-26",196
1997,"G-25",196
1997,"F-25",201
1997,"O-27",202
1997,"P-27",202
1997,"QP2726",202
1997,"Q-27",202
1997,"R-27",202
1997,"S-27",203
1997,"T-26",203
1997,"T-25",203
1997,"U-25",203
1997,"V-25",203
1997,"V-27",204
1997,"V-28",204
1997,"U-28",204
1997,"T-29",204
1997,"S-29",204
1997,"J-21",184
1997,"HG2221",185
1997,"G-21",185
1997,"JI2221",187
1997,"I-21",187
1997,"IH2221",187
1997,"H-21",187
1997,"GF2221",188
1997,"F-21",188
1997,"F-22",188
1997,"F-23",188
1997,"G-23",189
1997,"H-23",189
1997,"I-23",189
1997,"J-23",189
1997,"K-23",189
1997,"L-23",190
1997,"M-23",190
1997,"N-23",190
1997,"O-23",190
1997,"GF2019",179
1997,"G-19",179
1997,"HG2019",179
1997,"H-19",179
1997,"IH2019",179
1997,"I-19",180
1997,"JI2019",180
1997,"J-19",180
1997,"K-19",180
1997,"L-19",180
1997,"M-19",181
1997,"M-18",181
1997,"M-01",181
1997,"M-02",181
1997,"M-03",181
1997,"O-03",182
1997,"N-03",182
1997,"N-02",182
1997,"N-01",182
1997,"N-18",182
1997,"O-18",183
1997,"P-18",183
1997,"P-19",183
1997,"C-08",164
1997,"D-08",164
1997,"F-08",164
1997,"G-08",164
1997,"H-08",165
1997,"I-08",165
1997,"J-08",165
1997,"K-08",165
1997,"L-08",165
1997,"M-08",166
1997,"M-06",166
1997,"R-29",205
1997,"R-30",205
1997,"Q-30",205
1997,"Q-29",205
1997,"P-29",205
1997,"O-29",206
1997,"O-30",206
1997,"N-30",206
1997,"N-29",206
1997,"M-29",206
1997,"L-29",207
1997,"L-28",207
1997,"H-16",158
1997,"I-16",158
1997,"J-16",158
1997,"K-14",159
1997,"J-14",159
1997,"I-14",159
1997,"H-14",159
1997,"G-14",159
1997,"F-14",160
1997,"F-13",160
1997,"F-12",160
1997,"G-12",160
1997,"H-12",160
1997,"I-12",161
1997,"PO2423",190
1997,"P-24",190
1997,"QP2423",191
1997,"P-23",191
1997,"Q-23",191
1997,"R-23",191
1997,"S-23",191
1997,"S-22",191
1997,"S-24",192
1997,"S-25",192
1997,"S-26",192
1997,"R-26",192
1997,"Q-26",192
1997,"QP2625",193
1997,"P-26",193
1997,"PO2726",193
1997,"O-26",193
1997,"ON2625",193
1997,"N-25",194
1997,"N-26",194
1997,"N-27",194
1997,"N-28",194
1997,"M-28",194
1997,"M-27",195
1997,"L-27",195
1997,"K-27",195
1997,"K-26",195
1997,"L-20",184
1997,"K-20",184
1997,"J-20",184
1997,"N-06",166
1997,"O-04",166
1997,"L-06",168
1997,"K-06",168
1997,"J-06",168
1997,"I-06",168
1997,"H-06",168
1997,"G-06",169
1997,"F-06",169
1997,"E-06",169
1997,"D-06",169
1997,"C-06",169
1997,"B-06",170
1997,"A-06",170
1997,"Z-05",170
1997,"A-04",171
1997,"B-04",171
1997,"C-04",171
1997,"D-04",171
1997,"E-04",171
1997,"F-04",172
1997,"G-04",172
1997,"H-04",172
1997,"I-04",172
1997,"J-04",172
1997,"K-04",173
1997,"K-02",173
1997,"J-02",173
1997,"I-02",173
1997,"H-02",174
1997,"G-02",174
1997,"F-02",174
1997,"E-02",174
1997,"D-02",174
1997,"C-02",175
1997,"B-02",175
1997,"A-02",175
1997,"D-18",178
1997,"E-18",178
1997,"F-18",179
1997,"GF1918",179
1997,"G-18",179
1997,"HG1918",179
1997,"H-18",179
1997,"IH1918",179
1997,"JI1918",180
1997,"J-18",180
1997,"K-18",180
1997,"L-18",180
1997,"J-12",161
1997,"K-12",161
1997,"K-10",161
1997,"J-10",162
1997,"I-10",162
1997,"H-10",162
1997,"G-10",162
1997,"F-10",162
1997,"E-10",163
1997,"D-10",163
1997,"C-09",163
1997,"B-08",163
1997,"U-27",203
1997,"U-26",203
1997,"V-26",203
1997,"U-29",204
1997,"T-30",204
1997,"S-30",204
1997,"S-31",204
1997,"R-31",204
1997,"R-32",205
1997,"Q-31",205
1997,"P-32",205
1997,"P-31",205
1997,"P-30",206
1997,"O-31",206
1997,"N-31",206
1997,"M-31",206
1997,"M-32",206
1997,"M-30",207
1997,"G-20",185
1997,"HG2120",185
1997,"JI2120",187
1997,"I-20",187
1997,"IH2120",187
1997,"H-20",187
1997,"GF2120",188
1997,"F-20",188
1997,"E-20",188
1997,"E-21",188
1997,"E-22",188
1997,"G-22",189
1997,"H-22",189
1997,"I-22",189
1997,"J-22",189
1997,"K-22",189
1997,"L-22",190
1997,"M-22",190
1997,"N-22",190
1997,"O-22",190
1997,"P-22",190
1997,"O-21",191
1997,"Q-21",191
1997,"Q-22",191
1997,"R-22",191
1997,"R-24",192
1997,"R-25",192
1997,"Q-25",192
1997,"QP2524",192
1997,"L-01",181
1997,"L-02",181
1997,"L-03",181
1997,"L-04",181
1997,"M-04",181
1997,"O-02",182
1997,"O-01",182
1997,"P-01",182
1997,"Q-01",182
1997,"Q-02",182
1997,"Q-18",183
1997,"Q-19",183
1997,"Q-20",183
1997,"P-20",183
1997,"O-20",183
1997,"N-20",184
1997,"M-20",184
1997,"G-15",158
1997,"H-15",158
1997,"I-15",158
1997,"J-15",158
1997,"K-13",159
1997,"J-13",159
1997,"I-13",159
1997,"H-13",159
1997,"G-13",159
1997,"E-12",160
1997,"E-11",160
1997,"F-11",160
1997,"G-11",160
1997,"H-11",160
1997,"I-11",161
1997,"J-11",161
1997,"K-11",161
1997,"L-09",161
1997,"K-09",162
1997,"J-09",162
1997,"I-09",162
1997,"H-09",162
1997,"G-09",162
1997,"F-09",163
1997,"E-09",163
1997,"D-09",163
1997,"B-07",163
1997,"C-07",164
1997,"D-07",164
1997,"L-30",207
1997,"L-31",207
1997,"E-08",164
1997,"I-18",180
1997,"P-21",191
1997,"P-25",192
1997,"PO2625",193
1997,"PO2524",193
1997,"O-25",193
1997,"ON2524",193
1997,"O-24",193
1997,"N-24",194
1997,"M-24",194
1997,"M-25",194
1997,"M-26",194
1997,"L-26",194
1997,"L-24",195
1997,"L-25",195
1997,"K-25",195
1997,"K-24",195
1997,"J-24",195
1997,"J-25",196
1997,"I-25",196
1997,"I-24",196
1997,"H-24",196
1997,"H-25",196
1997,"F-24",201
1997,"G-24",201
1997,"O-28",202
1997,"P-28",202
1997,"Q-28",202
1997,"R-28",202
1997,"S-28",202
1997,"T-28",203
1997,"T-27",203
1996,"I-03",174
1996,"J-03",174
1996,"K-03",174
1996,"L-03",175
1996,"E-11",162
1996,"F-11",162
1996,"G-11",163
1996,"H-11",163
1996,"I-11",163
1996,"J-11",164
1996,"K-11",164
1996,"K-09",164
1996,"J-09",164
1996,"I-09",165
1996,"H-09",165
1996,"G-09",165
1996,"F-09",165
1996,"E-09",165
1996,"D-09",166
1996,"D-07",166
1996,"C-07",166
1996,"B-07",166
1996,"E-07",167
1996,"F-07",167
1996,"G-07",167
1996,"H-07",167
1996,"I-07",168
1996,"J-07",168
1996,"K-07",168
1996,"L-07",168
1996,"M-07",168
1996,"N-07",168
1996,"N-05",169
1996,"M-05",169
1996,"L-05",169
1996,"K-05",169
1996,"J-05",169
1996,"I-05",170
1996,"H-05",170
1996,"G-05",170
1996,"F-05",170
1996,"E-05",170
1996,"D-05",171
1996,"C-05",171
1996,"G-15",160
1996,"H-15",160
1996,"I-15",160
1996,"J-15",160
1996,"K-13",161
1996,"J-13",161
1996,"I-13",161
1996,"H-13",161
1996,"G-13",162
1996,"F-13",162
1996,"M-25",194
1996,"L-24",195
1996,"L-25",195
1996,"L-26",195
1996,"L-27",195
1996,"K-27",195
1996,"K-26",196
1996,"J-26",196
1996,"I-26",196
1996,"I-25",196
1996,"M-03",175
1996,"N-03",175
1996,"O-03",175
1996,"B-01",181
1996,"C-01",181
1996,"D-01",181
1996,"E-01",181
1996,"F-01",181
1996,"G-01",182
1996,"H-01",182
1996,"I-01",182
1996,"J-01",182
1996,"K-01",182
1996,"L-01",183
1996,"M-01",183
1996,"N-01",183
1996,"O-01",183
1996,"P-01",183
1996,"Q-18",184
1996,"Q-19",184
1996,"P-19",184
1996,"O-19",184
1996,"N-19",184
1996,"M-19",185
1996,"L-19",185
1996,"K-19",185
1996,"J-19",185
1996,"JI2019",185
1996,"I-19",186
1996,"IH2019",186
1996,"H-19",186
1996,"HG2019",186
1996,"G-19",186
1996,"GF2019",186
1996,"F-19",187
1996,"E-19",187
1996,"E-20",187
1996,"E-21",187
1996,"F-21",188
1996,"GF2221",188
1996,"G-21",189
1996,"HG2221",189
1996,"H-21",189
1996,"B-05",171
1996,"A-05",171
1996,"Z-05",171
1996,"A-03",172
1996,"B-03",173
1996,"C-03",173
1996,"D-03",173
1996,"E-03",173
1996,"F-03",173
1996,"G-03",174
1996,"H-03",174
1996,"I-16",160
1996,"J-16",160
1996,"K-14",161
1996,"J-14",161
1996,"I-14",161
1996,"H-14",161
1996,"G-14",162
1996,"F-14",162
1996,"E-12",162
1996,"F-12",162
1996,"G-12",163
1996,"H-12",163
1996,"I-12",163
1996,"J-12",163
1996,"K-12",164
1996,"K-10",164
1996,"J-10",164
1996,"I-10",164
1996,"H-10",165
1996,"G-10",165
1996,"F-10",165
1996,"E-10",165
1996,"I-24",196
1996,"H-25",197
1996,"H-26",197
1996,"G-26",197
1996,"G-25",197
1996,"G-24",198
1996,"F-25",198
1996,"F-24",198
1996,"F-23",198
1996,"M-27",204
1996,"N-28",204
1996,"O-28",204
1996,"O-27",205
1996,"P-27",205
1996,"P-28",205
1996,"Q-28",205
1996,"IH2221",189
1996,"I-21",189
1996,"JI2221",189
1996,"J-21",190
1996,"K-21",190
1996,"L-21",190
1996,"M-21",190
1996,"N-21",190
1996,"O-21",191
1996,"P-21",191
1996,"P-22",191
1996,"P-23",191
1996,"QP2423",191
1996,"R-24",192
1996,"S-24",192
1996,"S-25",192
1996,"R-25",192
1996,"QP2625",193
1996,"P-25",193
1996,"PO2625",193
1996,"O-25",193
1996,"ON2625",193
1996,"N-25",194
1996,"ON2524",194
1996,"N-24",194
1996,"M-24",194
1996,"N-04",175
1996,"O-04",175
1996,"A-02",179
1996,"B-02",181
1996,"C-02",181
1996,"D-02",181
1996,"E-02",181
1996,"D-10",165
1996,"C-09",166
1996,"B-08",166
1996,"C-08",166
1996,"D-08",166
1996,"E-08",166
1996,"F-08",167
1996,"G-08",167
1996,"H-08",167
1996,"I-08",167
1996,"J-08",167
1996,"K-08",168
1996,"L-08",168
1996,"L-09",168
1996,"M-08",168
1996,"N-06",169
1996,"M-06",169
1996,"L-06",169
1996,"K-06",169
1996,"J-06",170
1996,"I-06",170
1996,"H-06",170
1996,"G-06",170
1996,"F-06",170
1996,"E-06",170
1996,"D-06",171
1996,"C-06",171
1996,"B-06",171
1996,"A-06",171
1996,"A-04",172
1996,"B-04",173
1996,"C-04",173
1996,"Q-27",205
1996,"R-27",206
1996,"R-28",206
1996,"S-28",206
1996,"S-27",206
1996,"T-27",206
1996,"T-28",207
1996,"T-29",207
1996,"U-29",207
1996,"T-30",207
1996,"S-31",207
1996,"R-32",208
1996,"R-31",208
1996,"Q-31",208
1996,"Q-30",208
1996,"P-30",208
1996,"P-31",209
1996,"P-32",209
1996,"O-31",209
1996,"N-31",209
1996,"M-32",210
1996,"M-31",210
1996,"L-31",210
1996,"L-30",210
1996,"H-16",160
1996,"I-23",197
1996,"I-22",197
1996,"H-22",197
1996,"H-23",197
1996,"H-24",197
1996,"F-02",181
1996,"G-02",182
1996,"H-02",182
1996,"I-02",182
1996,"J-02",182
1996,"K-02",182
1996,"L-02",183
1996,"M-02",183
1996,"N-02",183
1996,"O-02",183
1996,"Q-02",184
1996,"Q-01",184
1996,"P-18",184
1996,"O-18",184
1996,"N-18",184
1996,"M-18",185
1996,"L-18",185
1996,"K-18",185
1996,"J-18",185
1996,"JI1918",185
1996,"I-18",186
1996,"IH1918",186
1996,"H-18",186
1996,"HG1918",186
1996,"G-18",186
1996,"GF1918",186
1996,"F-18",187
1996,"E-18",187
1996,"D-18",187
1996,"C-18",187
1996,"F-20",188
1996,"GF2120",188
1996,"G-20",189
1996,"HG2120",189
1996,"H-20",189
1996,"IH2120",189
1996,"I-20",189
1996,"JI2120",189
1996,"J-20",190
1996,"K-20",190
1996,"L-20",190
1996,"M-20",190
1996,"N-20",190
1996,"O-20",191
1996,"P-20",191
1996,"Q-20",191
1996,"Q-21",191
1996,"Q-22",191
1996,"R-22",192
1996,"D-04",173
1996,"E-04",173
1996,"F-04",173
1996,"G-04",174
1996,"H-04",174
1996,"I-04",174
1996,"J-04",174
1996,"K-04",174
1996,"L-04",175
1996,"M-04",175
1996,"U-27",207
1996,"V-27",207
1996,"V-28",207
1996,"U-28",207
1996,"S-29",208
1996,"S-30",208
1996,"R-30",208
1996,"R-29",208
1996,"Q-29",208
1996,"P-29",209
1996,"O-29",209
1996,"O-30",209
1996,"N-30",209
1996,"N-29",209
1996,"M-30",210
1996,"M-29",210
1996,"L-29",210
1996,"L-28",210
1996,"M-28",204
1996,"PO2423",193
1996,"G-23",198
1996,"G-22",198
1996,"F-22",198
1996,"E-22",198
1996,"M-26",204
1996,"N-27",204
1996,"N-26",204
1996,"O-26",204
1996,"PO2726",204
1996,"P-26",205
1996,"QP2726",205
1996,"Q-26",205
1996,"R-26",205
1996,"S-26",205
1996,"T-25",206
1996,"T-26",206
1996,"U-26",206
1996,"U-25",206
1996,"V-25",206
1996,"V-26",207
1996,"S-22",192
1996,"S-23",192
1996,"R-23",192
1996,"Q-23",192
1996,"QP2524",193
1996,"P-24",193
1996,"PO2524",193
1996,"O-24",193
1996,"O-23",193
1996,"O-22",194
1996,"N-22",194
1996,"N-23",194
1996,"M-23",194
1996,"M-22",194
1996,"L-23",195
1996,"L-22",195
1996,"K-22",195
1996,"K-23",195
1996,"K-24",195
1996,"K-25",196
1996,"J-25",196
1996,"J-24",196
1996,"J-23",196
1996,"J-22",196
1995,"H-16",155
1995,"I-16",155
1995,"J-16",155
1995,"K-14",156
1995,"J-14",156
1995,"I-14",156
1995,"H-14",156
1995,"G-14",156
1995,"F-14",156
1995,"E-12",157
1995,"F-12",157
1995,"G-12",157
1995,"H-12",157
1995,"I-12",157
1995,"J-12",158
1995,"K-12",158
1995,"K-10",158
1995,"J-10",159
1995,"I-10",159
1995,"H-10",159
1995,"G-10",159
1995,"F-10",159
1995,"E-10",160
1995,"D-10",160
1995,"B-08",160
1995,"C-08",161
1995,"D-08",161
1995,"E-08",161
1995,"F-08",161
1995,"G-08",161
1995,"H-08",162
1995,"I-08",162
1995,"J-08",162
1995,"K-08",162
1995,"L-08",162
1995,"M-08",163
1995,"N-06",163
1995,"M-06",163
1995,"L-06",163
1995,"K-06",164
1995,"J-06",164
1995,"I-06",164
1995,"H-06",164
1995,"G-06",164
1995,"F-06",165
1995,"E-06",165
1995,"D-06",165
1995,"C-06",165
1995,"B-06",165
1995,"A-06",166
1995,"Z-05",166
1995,"A-04",167
1995,"B-04",167
1995,"C-04",167
1995,"D-04",167
1995,"E-04",167
1995,"F-04",168
1995,"G-04",168
1995,"H-04",168
1995,"I-04",168
1995,"J-04",168
1995,"K-04",169
1995,"L-04",169
1995,"M-04",169
1995,"N-04",169
1995,"O-04",169
1995,"L-02",170
1995,"K-02",170
1995,"J-02",170
1995,"I-02",170
1995,"H-02",170
1995,"G-02",171
1995,"F-02",171
1995,"E-02",171
1995,"D-02",171
1995,"C-02",171
1995,"B-02",172
1995,"A-02",172
1995,"M-02",176
1995,"N-02",176
1995,"O-02",176
1995,"Q-02",176
1995,"Q-18",177
1995,"P-18",177
1995,"O-18",177
1995,"N-18",177
1995,"M-18",177
1995,"L-18",178
1995,"K-18",178
1995,"J-18",178
1995,"JI1918",178
1995,"I-18",178
1995,"IH1918",178
1995,"H-18",179
1995,"HG1918",179
1995,"G-18",179
1995,"GF1918",179
1995,"F-18",179
1995,"E-18",179
1995,"E-20",180
1995,"F-20",180
1995,"GF2120",180
1995,"G-20",180
1995,"HG2120",180
1995,"H-20",181
1995,"IH2120",181
1995,"I-20",181
1995,"JI2120",181
1995,"J-21",181
1995,"J-20",181
1995,"K-20",182
1995,"L-20",182
1995,"M-20",182
1995,"N-20",182
1995,"O-20",182
1995,"P-21",183
1995,"P-20",183
1995,"Q-20",183
1995,"Q-21",183
1995,"Q-22",183
1995,"P-22",183
1995,"O-22",184
1995,"N-22",184
1995,"M-22",184
1995,"L-22",184
1995,"K-22",184
1995,"J-22",184
1995,"I-22",185
1995,"H-22",185
1995,"G-22",187
1995,"F-22",187
1995,"E-22",187
1995,"F-23",187
1995,"F-24",187
1995,"I-24",188
1995,"J-24",188
1995,"K-24",188
1995,"L-24",188
1995,"M-24",188
1995,"N-24",189
1995,"O-24",189
1995,"PO2423",189
1995,"P-24",189
1995,"QP2423",189
1995,"R-24",190
1995,"S-24",190
1995,"S-25",190
1995,"T-25",190
1995,"U-25",190
1995,"V-25",191
1995,"V-26",191
1995,"U-26",191
1995,"T-26",191
1995,"S-26",191
1995,"Q-26",192
1995,"QP2625",192
1995,"P-26",192
1995,"PO2625",192
1995,"O-26",192
1995,"ON2625",192
1995,"N-26",193
1995,"M-26",193
1995,"L-26",193
1995,"K-26",193
1995,"G-26",199
1995,"H-26",199
1995,"I-26",199
1995,"L-28",200
1995,"M-28",200
1995,"N-28",200
1995,"O-28",200
1995,"P-28",200
1995,"Q-28",201
1995,"Q-29",201
1995,"R-29",201
1995,"S-29",201
1995,"T-29",201
1995,"U-29",201
1995,"S-31",202
1995,"R-31",202
1995,"Q-31",202
1995,"P-31",202
1995,"O-31",203
1995,"N-31",203
1995,"M-31",203
1995,"L-31",203
1995,"G-15",155
1995,"H-15",155
1995,"I-15",155
1995,"J-15",155
1995,"K-13",156
1995,"J-13",156
1995,"I-13",156
1995,"H-13",156
1995,"G-13",156
1995,"F-13",156
1995,"E-11",157
1995,"F-11",157
1995,"G-11",157
1995,"H-11",157
1995,"I-11",157
1995,"J-11",158
1995,"K-11",158
1995,"L-09",158
1995,"K-09",158
1995,"J-09",159
1995,"I-09",159
1995,"H-09",159
1995,"G-09",159
1995,"F-09",159
1995,"E-09",160
1995,"D-09",160
1995,"C-09",160
1995,"B-07",160
1995,"C-07",161
1995,"D-07",161
1995,"E-07",161
1995,"F-07",161
1995,"G-07",161
1995,"H-07",162
1995,"I-07",162
1995,"J-07",162
1995,"K-07",162
1995,"L-07",162
1995,"M-07",163
1995,"N-07",163
1995,"N-05",163
1995,"M-05",163
1995,"L-05",164
1995,"K-05",164
1995,"J-05",164
1995,"I-05",164
1995,"H-05",164
1995,"G-05",165
1995,"F-05",165
1995,"E-05",165
1995,"D-05",165
1995,"C-05",165
1995,"B-05",166
1995,"A-05",166
1995,"A-03",167
1995,"B-03",167
1995,"C-03",167
1995,"D-03",167
1995,"E-03",167
1995,"F-03",168
1995,"G-03",168
1995,"H-03",168
1995,"I-03",168
1995,"J-03",168
1995,"K-03",169
1995,"L-03",169
1995,"M-03",169
1995,"N-03",169
1995,"O-03",169
1995,"L-01",170
1995,"K-01",170
1995,"J-01",170
1995,"I-01",170
1995,"H-01",170
1995,"G-01",171
1995,"F-01",171
1995,"E-01",171
1995,"D-01",171
1995,"C-01",171
1995,"D-18",172
1995,"C-18",172
1995,"B-01",172
1995,"M-01",176
1995,"N-01",176
1995,"O-01",176
1995,"P-01",176
1995,"Q-01",176
1995,"Q-19",177
1995,"P-19",177
1995,"O-19",177
1995,"N-19",177
1995,"M-19",177
1995,"L-19",178
1995,"K-19",178
1995,"J-19",178
1995,"JI2019",178
1995,"I-19",178
1995,"IH2019",178
1995,"H-19",179
1995,"HG2019",179
1995,"G-19",179
1995,"GF2019",179
1995,"F-19",179
1995,"E-19",179
1995,"E-21",180
1995,"F-21",180
1995,"GF2221",180
1995,"G-21",180
1995,"HG2221",181
1995,"H-21",181
1995,"IH2221",181
1995,"I-21",181
1995,"JI2221",181
1995,"K-21",182
1995,"L-21",182
1995,"M-21",182
1995,"N-21",182
1995,"O-21",182
1995,"R-22",183
1995,"S-22",183
1995,"S-23",183
1995,"R-23",183
1995,"Q-23",183
1995,"P-23",184
1995,"O-23",184
1995,"N-23",184
1995,"M-23",184
1995,"L-23",184
1995,"J-23",185
1995,"I-23",185
1995,"H-23",185
1995,"G-23",185
1995,"F-25",187
1995,"G-25",187
1995,"G-24",187
1995,"H-24",187
1995,"H-25",187
1995,"I-25",188
1995,"J-25",188
1995,"K-25",188
1995,"L-25",188
1995,"M-25",188
1995,"N-25",189
1995,"ON2524",189
1995,"O-25",189
1995,"PO2524",189
1995,"P-25",189
1995,"QP2524",189
1995,"Q-25",190
1995,"R-25",190
1995,"R-26",190
1995,"R-27",190
1995,"S-27",190
1995,"T-27",191
1995,"U-27",191
1995,"V-27",191
1995,"V-28",191
1995,"U-28",191
1995,"T-28",192
1995,"S-28",192
1995,"R-28",192
1995,"Q-27",192
1995,"QP2726",192
1995,"P-27",193
1995,"PO2726",193
1995,"O-27",193
1995,"N-27",193
1995,"M-27",193
1995,"L-27",193
1995,"J-26",199
1995,"K-27",199
1995,"L-29",200
1995,"M-29",200
1995,"N-29",200
1995,"O-29",200
1995,"P-29",200
1995,"P-30",201
1995,"Q-30",201
1995,"R-30",201
1995,"S-30",201
1995,"T-30",201
1995,"R-32",202
1995,"P-32",202
1995,"M-32",202
1995,"O-30",203
1995,"N-30",203
1995,"M-30",203
1995,"L-30",203
1995,"K-23",185
1994,"O-31",204
1994,"O-30",204
1994,"N-31",204
1994,"M-32",205
1994,"M-08",159
1994,"L-08",159
1994,"K-08",159
1994,"J-08",159
1994,"I-08",159
1994,"H-08",160
1994,"G-08",160
1994,"F-08",160
1994,"E-08",160
1994,"D-08",160
1994,"C-08",161
1994,"B-08",161
1994,"B-06",161
1994,"A-06",161
1994,"C-06",162
1994,"D-06",162
1994,"E-06",162
1994,"F-06",163
1994,"G-06",163
1994,"H-06",163
1994,"I-06",163
1994,"J-06",163
1994,"K-06",164
1994,"L-06",164
1994,"M-06",164
1994,"N-06",164
1994,"O-04",165
1994,"N-04",165
1994,"M-04",165
1994,"L-04",165
1994,"K-04",165
1994,"J-04",166
1994,"I-04",166
1994,"H-04",166
1994,"G-04",166
1994,"F-04",166
1994,"E-04",167
1994,"D-04",167
1994,"C-04",167
1994,"B-04",167
1994,"A-04",167
1994,"A-02",168
1994,"B-02",168
1994,"C-02",168
1994,"D-02",168
1994,"E-02",168
1994,"F-02",169
1994,"G-02",169
1994,"H-02",169
1994,"I-02",169
1994,"IH2120",182
1994,"I-21",182
1994,"JI2120",182
1994,"J-21",182
1994,"K-21",182
1994,"L-21",183
1994,"M-21",183
1994,"N-21",183
1994,"O-21",183
1994,"P-21",183
1994,"Q-21",184
1994,"Q-22",184
1994,"Q-23",184
1994,"P-24",184
1994,"PO2524",184
1994,"O-24",185
1994,"ON2524",185
1994,"N-24",185
1994,"M-24",185
1994,"L-24",185
1994,"K-24",185
1994,"J-24",187
1994,"I-24",187
1994,"H-24",187
1994,"G-24",187
1994,"F-24",187
1994,"G-26",188
1994,"H-26",188
1994,"I-26",188
1994,"J-26",188
1994,"K-26",188
1994,"L-26",189
1994,"M-26",189
1994,"N-26",189
1994,"ON2625",189
1994,"O-26",189
1994,"PO2726",189
1994,"P-26",190
1994,"QP2625",190
1994,"QP2726",190
1994,"Q-26",190
1994,"R-26",190
1994,"R-28",191
1994,"Q-28",191
1994,"P-28",191
1994,"O-28",191
1994,"N-28",191
1994,"M-28",192
1994,"L-28",192
1994,"V-26",201
1994,"U-26",201
1994,"T-26",201
1994,"S-26",201
1994,"S-28",202
1994,"T-28",202
1994,"U-28",202
1994,"V-28",202
1994,"S-31",203
1994,"R-32",203
1994,"R-31",203
1994,"Q-31",203
1994,"Q-30",203
1994,"P-31",204
1994,"P-32",204
1994,"L-05",165
1994,"K-05",165
1994,"J-05",165
1994,"I-05",166
1994,"H-05",166
1994,"G-05",166
1994,"F-05",166
1994,"E-05",166
1994,"D-05",167
1994,"C-05",167
1994,"A-03",168
1994,"B-03",168
1994,"C-03",168
1994,"D-03",168
1994,"E-03",168
1994,"F-03",169
1994,"G-03",169
1994,"H-03",169
1994,"I-03",169
1994,"I-01",170
1994,"H-01",170
1994,"G-01",170
1994,"F-01",170
1994,"E-01",170
1994,"D-01",171
1994,"C-01",171
1994,"B-01",171
1994,"J-01",175
1994,"J-18",175
1994,"K-18",175
1994,"K-01",175
1994,"L-01",175
1994,"L-18",176
1994,"M-18",176
1994,"M-01",176
1994,"N-01",176
1994,"N-18",176
1994,"O-18",177
1994,"O-01",177
1994,"P-01",177
1994,"P-18",177
1994,"Q-18",177
1994,"Q-19",178
1994,"P-19",178
1994,"O-19",178
1994,"N-19",178
1994,"M-19",178
1994,"L-19",179
1994,"K-19",179
1994,"J-19",179
1994,"JI1918",179
1994,"I-19",179
1994,"IH1918",180
1994,"H-19",180
1994,"HG1918",180
1994,"G-19",180
