"year","station","julian"
2013,"M-28",213
2013,"M-29",213
2013,"L-07",168
2013,"HG2221",189
2013,"C-09",165
2013,"K-02",183
2013,"P-28",209
2013,"Q-28",210
2013,"O-23",194
2013,"O-24",194
2013,"N-24",194
2013,"M-24",194
2013,"L-24",195
2013,"K-24",195
2013,"J-24",195
2013,"I-24",195
2013,"H-24",195
2013,"G-24",196
2013,"F-24",196
2013,"G-26",202
2013,"H-26",203
2013,"I-26",203
2013,"J-26",203
2013,"K-26",203
2013,"L-26",203
2013,"M-26",204
2013,"N-26",204
2013,"ON2625",204
2013,"O-26",204
2013,"PO2625",204
2013,"P-25",205
2013,"QP2625",205
2013,"P-26",205
2013,"PO2726",205
2013,"QP2726",205
2013,"Q-26",206
2013,"R-26",206
2013,"S-26",206
2013,"T-26",206
2013,"U-26",206
2013,"T-27",207
2013,"U-27",207
2013,"U-28",207
2013,"T-28",207
2013,"S-28",208
2013,"S-29",208
2013,"R-29",208
2013,"R-28",208
2013,"S-27",209
2012,"P-21",189
2012,"Q-21",189
2012,"Q-22",189
2012,"R-22",189
2012,"S-22",189
2012,"QP2423",190
2012,"PO2423",190
2012,"PO2524",190
2012,"QP2524",190
2012,"O-25",191
2012,"ON2625",191
2012,"E-18",199
2012,"E-19",199
2012,"E-20",200
2012,"E-21",200
2012,"E-22",200
2012,"F-23",200
2012,"F-24",201
2012,"F-25",201
2012,"G-26",201
2012,"H-26",201
2012,"L-28",202
2012,"M-28",202
2012,"N-28",202
2012,"O-28",202
2012,"P-28",203
2012,"Q-28",203
2012,"R-28",203
2012,"S-28",203
2012,"S-27",203
2012,"R-27",204
2012,"R-26",204
2012,"S-26",204
2012,"T-26",204
2012,"T-25",205
2012,"U-25",205
2012,"V-25",205
2012,"V-26",205
2012,"P-01",180
2012,"Q-01",180
2012,"Q-02",180
2012,"Q-18",181
2012,"Q-19",181
2012,"P-19",181
2012,"O-19",181
2012,"N-19",181
2012,"M-19",182
2012,"L-19",182
2012,"L-18",182
2012,"K-18",182
2012,"K-19",182
2012,"JI2019",183
2012,"I-19",183
2012,"IH2019",183
2012,"H-19",183
2012,"HG2019",184
2012,"G-19",184
2012,"GF2019",184
2012,"G-20",184
2012,"GF2120",184
2012,"G-21",186
2012,"GF2221",186
2012,"F-22",186
2012,"F-21",186
2012,"F-20",186
2012,"HG2120",187
2012,"H-20",187
2012,"IH2120",187
2012,"I-20",187
2012,"JI2120",187
2012,"K-21",188
2012,"L-21",188
2012,"M-21",188
2012,"N-21",188
2012,"O-21",188
2012,"E-12",159
2012,"E-11",160
2012,"F-11",160
2012,"F-10",161
2012,"G-10",161
2012,"H-10",161
2012,"I-10",161
2012,"J-10",161
2012,"K-10",162
2012,"K-09",162
2012,"L-09",162
2012,"L-08",162
2012,"M-08",162
2012,"U-26",205
2012,"R-30",206
2012,"R-31",206
2012,"Q-31",206
2012,"Q-30",206
2012,"P-30",207
2012,"O-30",207
2012,"N-30",207
2012,"H-25",200
2012,"P-24",190
2012,"O-26",191
2012,"PO2625",191
2012,"P-25",191
2012,"N-25",192
2012,"ON2524",192
2012,"N-24",192
2012,"O-24",192
2012,"O-23",192
2012,"N-23",193
2012,"M-23",193
2012,"M-24",193
2012,"L-24",193
2012,"L-23",194
2012,"K-23",194
2012,"K-24",194
2012,"J-24",194
2012,"J-23",194
2012,"I-23",195
2012,"I-24",195
2012,"H-24",195
2012,"H-23",195
2012,"R-24",190
2012,"N-06",163
2012,"M-06",163
2012,"L-06",163
2012,"K-06",163
2012,"J-06",163
2012,"I-08",164
2012,"H-08",164
2012,"G-08",164
2012,"F-08",164
2012,"E-08",164
2012,"D-08",165
2012,"C-08",165
2012,"B-08",165
2012,"A-06",167
2012,"B-06",167
2012,"C-06",167
2012,"D-06",167
2012,"E-06",168
2012,"F-06",168
2012,"G-06",168
2012,"H-06",168
2012,"I-06",168
2012,"I-04",171
2012,"H-04",171
2012,"G-04",171
2012,"F-04",171
2012,"E-04",172
2012,"D-04",172
2012,"C-04",172
2012,"B-04",172
2012,"A-04",175
2012,"A-03",175
2012,"A-02",175
2012,"C-02",176
2012,"D-02",176
2012,"E-02",176
2012,"F-02",176
2012,"G-02",176
2012,"H-02",177
2012,"I-02",177
2012,"J-02",177
2012,"J-03",177
2012,"J-04",177
2012,"J-05",178
2012,"K-05",178
2012,"L-05",178
2012,"M-05",178
2012,"N-05",178
2012,"O-02",179
2012,"F-14",157
2012,"G-14",157
2012,"H-14",157
2012,"I-14",157
2012,"J-14",157
2012,"K-14",158
2012,"K-13",158
2012,"J-13",158
2012,"J-12",158
2012,"K-12",158
2012,"I-12",159
2012,"H-12",159
2012,"G-12",159
2012,"F-12",159
2012,"G-24",200
2012,"G-25",200
2012,"L-29",201
2012,"L-30",201
2012,"L-31",201
2012,"M-31",201
2012,"M-32",201
2012,"M-30",202
2012,"M-29",202
2012,"N-29",202
2012,"O-29",202
2012,"P-29",202
2012,"Q-29",203
2012,"R-29",203
2012,"S-29",203
2012,"T-27",204
2012,"U-27",204
2012,"N-02",179
2012,"M-02",179
2012,"L-02",179
2012,"L-01",179
2012,"M-01",180
2012,"M-18",180
2012,"N-18",180
2012,"O-18",180
2012,"P-18",180
2012,"Q-20",181
2012,"P-20",181
2012,"O-20",181
2012,"N-20",181
2012,"M-20",181
2012,"L-20",182
2012,"K-20",182
2012,"J-20",182
2012,"J-19",182
2012,"J-18",182
2012,"JI1918",183
2012,"I-18",183
2012,"IH1918",183
2012,"H-18",183
2012,"HG1918",183
2012,"G-18",184
2012,"GF1918",184
2012,"F-19",184
2012,"HG2221",186
2012,"G-22",186
2012,"H-22",186
2012,"IH2221",186
2012,"H-21",186
2012,"I-21",187
2012,"I-22",187
2012,"JI2221",187
2012,"J-21",187
2012,"J-22",187
2012,"K-22",188
2012,"L-22",188
2012,"M-22",188
2012,"N-22",188
2012,"O-22",188
2012,"P-22",189
2012,"P-23",189
2012,"Q-23",189
2012,"R-23",189
2012,"S-23",189
2012,"J-16",156
2012,"J-15",157
2012,"I-15",157
2012,"H-15",157
2012,"G-15",157
2012,"F-13",158
2012,"G-13",158
2012,"H-13",158
2012,"I-13",158
2012,"K-11",159
2012,"J-11",159
2012,"I-11",159
2012,"H-11",159
2012,"G-11",159
2012,"E-10",160
2012,"D-10",160
2012,"C-09",160
2012,"D-09",161
2012,"E-09",161
2012,"F-09",161
2012,"G-09",161
2012,"H-09",161
2012,"I-09",162
2012,"J-09",162
2012,"J-08",162
2012,"K-08",162
2012,"N-07",163
2012,"M-07",163
2012,"L-07",163
2012,"K-07",163
2012,"J-07",163
2012,"I-07",164
2012,"H-07",164
2012,"S-24",190
2012,"S-25",190
2012,"R-25",190
2012,"Q-25",190
2012,"QP2625",191
2012,"Q-26",191
2012,"QP2726",191
2012,"Q-27",191
2012,"P-27",191
2012,"P-26",192
2012,"PO2726",192
2012,"O-27",192
2012,"N-27",192
2012,"N-26",192
2012,"M-25",193
2012,"M-26",193
2012,"M-27",193
2012,"L-27",193
2012,"K-27",194
2012,"K-26",194
2012,"L-26",194
2012,"L-25",194
2012,"K-25",194
2012,"J-25",195
2012,"J-26",195
2012,"I-26",195
2012,"I-25",195
2012,"C-18",199
2012,"D-18",199
2012,"F-18",199
2012,"G-23",200
2012,"G-07",164
2012,"F-07",164
2012,"E-07",165
2012,"D-07",165
2012,"C-07",165
2012,"B-07",165
2012,"Z-05",166
2012,"A-05",166
2012,"B-05",167
2012,"C-05",167
2012,"D-05",167
2012,"E-05",167
2012,"F-05",167
2012,"G-05",168
2012,"H-05",168
2012,"I-05",168
2012,"I-03",171
2012,"H-03",171
2012,"G-03",171
2012,"F-03",172
2012,"E-03",172
2012,"D-03",172
2012,"C-03",172
2012,"B-03",172
2012,"B-02",175
2012,"B-01",175
2012,"C-01",175
2012,"D-01",176
2012,"E-01",176
2012,"F-01",176
2012,"G-01",176
2012,"H-01",176
2012,"I-01",177
2012,"J-01",177
2012,"K-01",177
2012,"K-02",177
2012,"K-03",178
2012,"K-04",178
2012,"L-04",178
2012,"M-04",178
2012,"N-04",178
2012,"O-04",179
2012,"O-03",179
2012,"N-03",179
2012,"M-03",179
2012,"L-03",179
2012,"N-01",180
2012,"O-01",180
2012,"V-27",204
2012,"V-28",204
2012,"U-29",205
2012,"U-28",205
2012,"T-28",205
2012,"T-29",205
2012,"T-30",206
2012,"S-30",206
2012,"S-31",206
2012,"R-32",206
2012,"P-32",207
2012,"P-31",207
2012,"O-31",207
2012,"N-31",207
2012,"H-16",156
2012,"I-16",156
2011,"L-09",160
2011,"K-09",160
2011,"J-09",160
2011,"I-09",160
2011,"H-09",160
2011,"F-09",161
2011,"D-09",161
2011,"D-08",161
2011,"C-08",161
2011,"C-07",162
2011,"D-07",162
2011,"M-07",164
2011,"N-06",164
2011,"N-05",165
2011,"M-05",165
2011,"L-05",165
2011,"K-05",165
2011,"J-05",165
2011,"I-05",166
2011,"H-05",166
2011,"G-05",166
2011,"F-05",166
2011,"F-03",167
2011,"G-03",167
2011,"H-03",167
2011,"I-03",167
2011,"J-03",167
2011,"K-03",168
2011,"L-03",168
2011,"M-03",168
2011,"N-03",168
2011,"O-03",168
2011,"O-01",170
2011,"N-01",170
2011,"M-01",170
2011,"L-01",170
2011,"K-01",170
2011,"J-01",171
2011,"I-01",171
2011,"H-01",171
2011,"G-01",171
2011,"A-05",175
2011,"B-05",175
2011,"C-05",175
2011,"D-05",175
2011,"E-03",176
2011,"D-03",176
2011,"C-03",176
2011,"B-03",176
2011,"A-03",176
2011,"E-07",162
2011,"F-07",162
2011,"G-07",162
2011,"H-07",163
2011,"I-07",163
2011,"I-08",163
2011,"J-08",163
2011,"J-07",163
2011,"K-07",164
2011,"G-15",156
2011,"H-15",156
2011,"I-15",156
2011,"K-13",157
2011,"J-13",157
2011,"I-13",157
2011,"H-13",157
2011,"G-13",157
2011,"E-11",158
2011,"F-11",158
2011,"G-11",158
2011,"H-11",159
2011,"I-11",159
2011,"J-11",159
2011,"K-11",159
2011,"K-10",159
2011,"T-29",201
2011,"T-30",202
2011,"S-30",202
2011,"S-31",202
2011,"R-31",202
2011,"R-32",202
2011,"Q-22",189
2011,"Q-23",189
2011,"QP2524",190
2011,"Q-25",190
2011,"QP2625",190
2011,"QP2726",190
2011,"P-26",191
2011,"PO2726",191
2011,"O-26",191
2011,"E-21",179
2011,"E-20",179
2011,"E-22",180
2011,"F-22",180
2011,"GF2221",180
2011,"G-22",180
2011,"HG2221",180
2011,"H-22",182
2011,"IH2221",182
2011,"IH2120",182
2011,"I-20",182
2011,"I-19",183
2011,"JI2019",183
2011,"J-19",183
2011,"K-19",183
2011,"L-19",183
2011,"M-19",184
2011,"N-19",184
2011,"O-19",184
2011,"P-19",184
2011,"P-20",184
2011,"Q-21",185
2011,"P-21",185
2011,"O-21",185
2011,"N-21",185
2011,"M-21",186
2011,"L-21",186
2011,"K-21",187
2011,"J-21",187
2011,"JI2221",187
2011,"J-22",187
2011,"J-23",188
2011,"K-23",188
2011,"L-23",188
2011,"M-23",188
2011,"N-23",188
2011,"O-23",189
2011,"P-23",189
2011,"P-22",189
2011,"E-01",177
2011,"D-01",177
2011,"D-02",177
2011,"D-18",178
2011,"E-18",178
2011,"E-19",178
2011,"F-19",178
2011,"F-20",179
2011,"F-21",179
2011,"L-07",164
2011,"H-16",156
2011,"I-16",156
2011,"J-16",156
2011,"J-15",156
2011,"K-14",157
2011,"J-14",157
2011,"I-14",157
2011,"H-14",157
2011,"G-14",157
2011,"F-14",158
2011,"F-13",158
2011,"E-12",158
2011,"F-12",158
2011,"G-12",159
2011,"H-12",159
2011,"I-12",159
2011,"J-12",159
2011,"K-12",159
2011,"Q-31",203
2011,"P-32",203
2011,"P-31",203
2011,"O-31",203
2011,"N-31",204
2011,"M-32",204
2011,"M-31",204
2011,"L-31",204
2011,"ON2625",191
2011,"N-25",191
2011,"G-24",192
2011,"F-24",192
2011,"B-01",195
2011,"C-01",195
2011,"C-18",195
2011,"F-25",196
2011,"G-25",196
2011,"G-26",196
2011,"H-26",196
2011,"H-25",196
2011,"I-26",197
2011,"J-26",197
2011,"K-26",197
2011,"L-26",197
2011,"M-26",197
2011,"N-28",198
2011,"O-28",198
2011,"P-28",198
2011,"Q-28",198
2011,"R-28",198
2011,"T-28",199
2011,"T-27",199
2011,"T-25",199
2011,"U-25",200
2011,"V-25",200
2011,"V-26",200
2011,"U-26",200
2011,"U-27",200
2011,"V-27",201
2011,"V-28",201
2011,"U-28",201
2011,"U-29",201
2011,"L-08",164
2011,"M-08",164
2011,"N-07",164
2011,"M-06",165
2011,"L-06",165
2011,"K-06",165
2011,"J-06",165
2011,"I-06",165
2011,"H-06",166
2011,"G-06",166
2011,"F-06",166
2011,"E-06",166
2011,"D-06",166
2011,"F-04",167
2011,"G-04",167
2011,"H-04",167
2011,"I-04",167
2011,"J-04",167
2011,"K-04",168
2011,"L-04",168
2011,"M-04",168
2011,"N-04",168
2011,"O-04",168
2011,"O-02",170
2011,"N-02",170
2011,"M-02",170
2011,"L-02",170
2011,"K-02",170
2011,"J-02",171
2011,"I-02",171
2011,"H-02",171
2011,"G-02",171
2011,"Z-05",175
2011,"A-06",175
2011,"B-06",175
2011,"C-06",175
2011,"E-04",176
2011,"D-04",176
2011,"J-10",160
2011,"I-10",160
2011,"H-10",160
2011,"G-10",160
2011,"G-09",160
2011,"F-10",161
2011,"E-10",161
2011,"L-30",204
2011,"M-30",205
2011,"M-29",205
2011,"L-29",205
2011,"L-28",205
2011,"M-28",206
2011,"M-27",206
2011,"L-27",206
2011,"K-27",206
2011,"R-23",201
2011,"R-22",201
2011,"S-22",201
2011,"S-23",201
2011,"S-26",202
2011,"R-27",202
2011,"C-04",176
2011,"B-04",176
2011,"A-04",176
2011,"F-02",177
2011,"F-01",177
2011,"E-02",177
2011,"F-18",178
2011,"GF1918",178
2011,"G-18",178
2011,"HG1918",178
2011,"H-18",179
2011,"H-19",179
2011,"HG2019",179
2011,"G-19",179
2011,"GF2019",179
2011,"HG2120",180
2011,"G-20",180
2011,"GF2120",180
2011,"G-21",180
2011,"H-21",182
2011,"H-20",182
2011,"IH2019",182
2011,"IH1918",182
2011,"I-18",182
2011,"JI1918",183
2011,"J-18",183
2011,"K-18",183
2011,"L-18",183
2011,"M-18",183
2011,"N-18",184
2011,"O-18",184
2011,"P-18",184
2011,"P-01",184
2011,"Q-02",184
2011,"Q-01",185
2011,"Q-18",185
2011,"Q-19",185
2011,"Q-20",185
2011,"O-20",186
2011,"N-20",187
2011,"M-20",187
2011,"L-20",187
2011,"K-20",187
2011,"JI2120",188
2011,"I-21",188
2011,"I-22",188
2011,"I-23",188
2011,"K-22",189
2011,"D-10",161
2011,"C-09",161
2011,"B-08",162
2011,"B-07",162
2011,"E-09",163
2011,"E-08",163
2011,"F-08",163
2011,"G-08",163
2011,"H-08",163
2011,"K-08",164
2011,"S-27",202
2011,"S-28",202
2011,"S-29",202
2011,"R-29",203
2011,"R-30",203
2011,"Q-30",203
2011,"Q-29",203
2011,"P-29",203
2011,"P-30",204
2011,"O-30",204
2011,"O-29",204
2011,"N-29",204
2011,"N-30",204
2011,"E-05",166
2011,"T-26",199
2011,"J-20",188
2011,"L-22",189
2011,"M-22",189
2011,"N-22",189
2011,"O-22",189
2011,"PO2423",190
2011,"QP2423",190
2011,"P-24",190
2011,"PO2524",190
2011,"P-25",190
2011,"PO2625",190
2011,"O-25",191
2011,"O-24",191
2011,"ON2524",191
2011,"N-24",191
2011,"M-24",191
2011,"H-23",192
2011,"G-23",192
2011,"F-23",192
2011,"A-02",195
2011,"B-02",195
2011,"C-02",195
2011,"H-24",196
2011,"I-24",196
2011,"I-25",196
2011,"J-25",196
2011,"J-24",196
2011,"K-25",197
2011,"K-24",197
2011,"L-24",197
2011,"L-25",197
2011,"M-25",197
2011,"N-26",198
2011,"N-27",198
2011,"O-27",198
2011,"P-27",198
2011,"Q-27",198
2011,"Q-26",199
2011,"R-26",199
2011,"R-25",199
2011,"S-25",199
2011,"S-24",199
2011,"R-24",201
2010,"L-24",194
2010,"K-24",194
2010,"K-23",194
2010,"K-22",194
2010,"N-22",195
2010,"O-22",195
2010,"P-22",195
2010,"R-22",195
2010,"S-22",195
2010,"T-25",196
2010,"U-25",196
2010,"V-25",196
2010,"V-26",196
2010,"U-26",196
2010,"QP2625",206
2010,"Q-25",206
2010,"R-26",206
2010,"Q-26",207
2010,"QP2726",207
2010,"P-26",207
2010,"PO2726",207
2010,"P-27",207
2010,"Q-31",208
2010,"Q-30",208
2010,"P-30",208
2010,"P-31",208
2010,"P-32",208
2010,"R-32",209
2010,"R-31",209
2010,"S-31",209
2010,"S-30",209
2010,"T-30",209
2010,"R-30",210
2010,"R-29",210
2010,"S-29",210
2010,"S-28",210
2010,"R-28",210
2010,"P-28",211
2010,"P-29",211
2010,"Q-29",211
2010,"Q-28",211
2010,"Q-27",211
2010,"N-23",212
2010,"O-23",212
2010,"I-24",197
2010,"N-24",203
2010,"N-25",203
2010,"N-26",203
2010,"N-27",203
2010,"O-27",203
2010,"O-26",204
2010,"ON2625",204
2010,"F-21",189
2010,"F-22",189
2010,"GF2221",189
2010,"G-22",189
2010,"HG2221",189
2010,"JI2221",190
2010,"I-22",190
2010,"H-23",190
2010,"I-23",190
2010,"J-23",190
2010,"N-21",191
2010,"N-20",191
2010,"O-20",191
2010,"P-20",191
2010,"Q-20",191
2010,"L-20",192
2010,"K-20",192
2010,"K-21",192
2010,"L-21",192
2010,"L-22",192
2010,"O-21",193
2010,"P-21",193
2010,"Q-21",193
2010,"Q-22",193
2010,"Q-23",193
2010,"L-23",194
2010,"J-15",158
2010,"K-14",159
2010,"J-14",159
2010,"I-14",159
2010,"H-14",159
2010,"G-14",159
2010,"F-14",160
2010,"F-13",160
2010,"F-12",160
2010,"G-12",160
2010,"H-12",160
2010,"I-12",161
2010,"J-12",161
2010,"K-12",161
2010,"K-11",161
2010,"K-10",161
2010,"H-10",162
2010,"G-10",162
2010,"F-10",162
2010,"E-10",162
2010,"D-10",162
2010,"B-08",163
2010,"C-08",163
2010,"D-08",163
2010,"E-08",163
2010,"F-08",164
2010,"G-08",164
2010,"H-08",164
2010,"I-08",164
2010,"J-08",164
2010,"K-08",165
2010,"L-08",165
2010,"M-08",165
2010,"S-27",214
2010,"R-27",214
2010,"T-26",215
2010,"T-27",215
2010,"T-28",215
2010,"T-29",215
2010,"U-29",215
2010,"U-27",216
2010,"U-28",216
2010,"V-28",216
2010,"V-27",216
2010,"L-06",166
2010,"I-25",184
2010,"P-23",212
2010,"R-23",213
2010,"S-23",213
2010,"S-24",213
2010,"R-24",213
2010,"R-25",213
2010,"S-25",214
2010,"S-26",214
2010,"O-25",204
2010,"ON2524",204
2010,"O-24",204
2010,"PO2423",205
2010,"P-24",205
2010,"QP2423",205
2010,"QP2524",205
2010,"P-25",205
2010,"PO2524",206
2010,"PO2625",206
2010,"F-02",176
2010,"E-02",177
2010,"D-02",177
2010,"C-02",177
2010,"A-03",181
2010,"A-02",181
2010,"B-02",181
2010,"F-19",182
2010,"GF1918",182
2010,"G-19",182
2010,"HG1918",182
2010,"H-19",182
2010,"IH1918",183
2010,"C-06",168
2010,"B-06",169
2010,"A-06",169
2010,"A-05",169
2010,"Z-05",169
2010,"A-04",170
2010,"B-03",170
2010,"C-03",170
2010,"C-04",171
2010,"D-04",171
2010,"E-04",171
2010,"F-04",171
2010,"G-04",171
2010,"H-04",172
2010,"I-04",172
2010,"J-04",172
2010,"K-04",172
2010,"L-04",172
2010,"M-04",173
2010,"N-04",173
2010,"O-04",173
2010,"O-03",173
2010,"N-03",174
2010,"N-02",174
2010,"M-02",174
2010,"M-01",174
2010,"L-01",175
2010,"L-02",175
2010,"K-02",175
2010,"J-02",175
2010,"I-02",175
2010,"H-02",176
2010,"G-02",176
2010,"G-01",176
2010,"F-01",176
2010,"N-07",165
2010,"N-06",166
2010,"M-06",166
2010,"L-07",166
2010,"M-07",166
2010,"K-06",167
2010,"J-06",167
2010,"I-06",167
2010,"H-06",167
2010,"G-06",168
2010,"F-06",168
2010,"E-06",168
2010,"D-06",168
2010,"H-16",158
2010,"I-16",158
2010,"J-16",158
2010,"H-15",158
2010,"I-15",158
2010,"K-13",159
2010,"J-13",159
2010,"I-13",159
2010,"H-13",159
2010,"G-13",159
2010,"E-12",160
2010,"E-11",160
2010,"F-11",160
2010,"G-11",160
2010,"H-11",161
2010,"I-11",161
2010,"I-10",161
2010,"J-10",161
2010,"J-11",161
2010,"O-30",192
2010,"O-29",192
2010,"O-28",192
2010,"N-28",192
2010,"L-25",193
2010,"K-25",193
2010,"J-25",193
2010,"J-24",193
2010,"JI1918",183
2010,"I-19",183
2010,"IH2019",183
2010,"I-20",183
2010,"H-20",184
2010,"HG2019",184
2010,"HG2120",184
2010,"G-21",184
2010,"GF2120",185
2010,"G-20",185
2010,"GF2019",185
2010,"F-20",185
2010,"F-18",186
2010,"G-18",186
2010,"H-18",186
2010,"I-18",186
2010,"H-21",187
2010,"H-22",188
2010,"M-20",189
2010,"M-21",189
2010,"M-22",189
2010,"M-23",189
2010,"M-24",189
2010,"L-29",190
2010,"L-30",190
2010,"L-31",190
2010,"M-31",190
2010,"M-32",190
2010,"M-30",191
2010,"M-29",191
2010,"N-29",191
2010,"N-30",191
2010,"N-31",191
2010,"O-31",192
2010,"I-07",165
2010,"J-07",165
2010,"K-07",165
2010,"N-05",166
2010,"M-05",166
2010,"L-05",166
2010,"K-05",166
2010,"J-05",166
2010,"I-05",167
2010,"H-05",167
2010,"G-05",167
2010,"F-05",167
2010,"E-05",168
2010,"D-05",168
2010,"C-05",168
2010,"B-05",168
2010,"B-04",168
2010,"D-03",169
2010,"E-03",169
2010,"F-03",169
2010,"G-03",169
2010,"H-03",169
2010,"I-03",170
2010,"J-03",170
2010,"K-03",170
2010,"L-03",170
2010,"M-03",170
2010,"O-02",171
2010,"O-01",171
2010,"P-01",171
2010,"Q-02",171
2010,"Q-01",172
2010,"L-09",162
2010,"K-09",162
2010,"J-09",162
2010,"I-09",162
2010,"H-09",162
2010,"G-09",163
2010,"F-09",163
2010,"E-09",163
2010,"D-09",163
2010,"C-09",163
2010,"B-07",164
2010,"C-07",164
2010,"D-07",164
2010,"E-07",164
2010,"G-15",158
2010,"M-27",186
2010,"M-26",186
2010,"M-25",186
2010,"J-22",187
2010,"J-21",187
2010,"J-20",187
2010,"J-19",187
2010,"J-18",187
2010,"JI2019",188
2010,"JI2120",188
2010,"I-21",188
2010,"IH2120",188
2010,"IH2221",188
2010,"K-19",174
2010,"K-18",175
2010,"K-01",175
2010,"J-01",175
2010,"I-01",175
2010,"H-01",175
2010,"E-01",176
2010,"E-18",176
2010,"E-19",176
2010,"E-20",176
2010,"E-21",176
2010,"D-18",177
2010,"D-01",177
2010,"B-01",181
2010,"C-01",181
2010,"C-18",181
2010,"E-22",182
2010,"F-23",182
2010,"F-24",182
2010,"F-25",182
2010,"G-23",183
2010,"G-24",183
2010,"G-25",183
2010,"G-26",183
2010,"H-26",183
2010,"H-24",184
2010,"H-25",184
2010,"I-26",184
2010,"J-26",184
2010,"K-27",185
2010,"K-26",185
2010,"L-26",185
2010,"L-27",185
2010,"L-28",186
2010,"M-28",186
2010,"Q-18",172
2010,"Q-19",172
2010,"P-19",172
2010,"P-18",172
2010,"O-18",173
2010,"O-19",173
2010,"N-19",173
2010,"N-18",173
2010,"N-01",173
2010,"M-19",174
2010,"M-18",174
2010,"L-18",174
2010,"L-19",174
2010,"F-07",164
2010,"G-07",165
2010,"H-07",165
2009,"F-06",163
2009,"E-06",163
2009,"E-05",163
2009,"F-04",164
2009,"G-04",164
2009,"G-03",164
2009,"H-03",164
2009,"H-04",164
2009,"I-04",165
2009,"J-04",165
2009,"F-12",155
2009,"G-12",155
2009,"H-12",155
2009,"H-16",153
2009,"I-16",153
2009,"J-16",153
2009,"K-14",154
2009,"J-14",154
2009,"I-14",154
2009,"H-14",154
2009,"G-14",154
2009,"F-14",155
2009,"F-13",155
2009,"I-18",172
2009,"J-18",172
2009,"K-18",172
2009,"L-18",172
2009,"M-18",173
2009,"M-01",173
2009,"N-01",173
2009,"N-18",173
2009,"O-18",173
2009,"P-19",174
2009,"Q-19",174
2009,"Q-20",174
2009,"P-20",174
2009,"O-20",174
2009,"N-20",175
2009,"M-20",175
2009,"L-20",175
2009,"K-20",175
2009,"J-20",176
2009,"JI2019",176
2009,"I-20",176
2009,"IH2019",176
2009,"H-20",176
2009,"HG2019",176
2009,"GF2120",177
2009,"F-20",177
2009,"GF2019",177
2009,"G-20",177
2009,"I-12",156
2009,"J-12",156
2009,"K-12",156
2009,"K-11",156
2009,"K-10",156
2009,"I-10",157
2009,"H-10",157
2009,"G-10",157
2009,"F-10",157
2009,"E-10",157
2009,"D-10",158
2009,"D-09",158
2009,"D-08",158
2009,"E-09",158
2009,"E-08",159
2009,"E-07",159
2009,"F-07",159
2009,"F-08",159
2009,"G-08",159
2009,"H-08",160
2009,"I-08",160
2009,"J-08",160
2009,"K-08",160
2009,"L-09",160
2009,"L-08",161
2009,"M-08",161
2009,"M-07",161
2009,"N-07",161
2009,"N-06",161
2009,"K-06",162
2009,"J-06",162
2009,"I-06",162
2009,"H-06",162
2009,"G-06",162
2009,"G-05",163
2009,"F-05",163
2009,"H-22",179
2009,"IH2221",179
2009,"I-22",179
2009,"JI2221",179
2009,"J-22",179
2009,"K-22",180
2009,"L-22",180
2009,"L-23",180
2009,"K-23",180
2009,"J-25",182
2009,"K-25",182
2009,"L-25",182
2009,"M-25",182
2009,"N-25",182
2009,"O-22",183
2009,"P-22",183
2009,"Q-22",183
2009,"R-22",183
2009,"S-22",183
2009,"S-23",185
2009,"S-24",185
2009,"S-25",185
2009,"S-26",185
2009,"R-26",185
2009,"P-24",186
2009,"PO2524",186
2009,"O-24",186
2009,"ON2524",186
2009,"O-25",186
2009,"I-24",187
2009,"I-25",187
2009,"H-25",187
2009,"H-24",187
2009,"F-25",192
2009,"G-25",192
2009,"G-26",192
2009,"H-26",192
2009,"K-27",193
2009,"L-27",193
2009,"M-27",193
2009,"N-27",194
2009,"O-27",194
2009,"PO2726",194
2009,"K-04",165
2009,"L-04",165
2009,"M-04",165
2009,"K-02",166
2009,"J-02",166
2009,"I-02",166
2009,"H-02",166
2009,"G-02",166
2009,"F-02",167
2009,"E-02",167
2009,"D-02",167
2009,"C-02",167
2009,"Z-05",170
2009,"A-04",170
2009,"B-03",170
2009,"C-18",171
2009,"D-18",171
2009,"E-18",171
2009,"F-18",171
2009,"G-18",171
2009,"H-18",172
2009,"G-15",153
2009,"H-15",153
2009,"IH1918",176
2009,"H-19",176
2009,"HG1918",177
2009,"G-19",177
2009,"GF1918",177
2009,"F-19",177
2009,"E-19",177
2009,"E-20",178
2009,"E-21",178
2009,"E-22",178
2009,"F-22",178
2009,"F-21",178
2009,"I-21",179
2009,"JI2120",179
2009,"J-21",179
2009,"K-21",180
2009,"L-21",180
2009,"M-21",180
2009,"M-22",180
2009,"M-23",180
2009,"K-24",182
2009,"L-24",182
2009,"M-24",182
2009,"N-24",182
2009,"N-23",182
2009,"N-22",183
2009,"N-21",183
2009,"O-21",183
2009,"P-21",183
2009,"Q-21",183
2009,"Q-23",185
2009,"R-23",185
2009,"R-24",185
2009,"R-25",185
2009,"Q-25",185
2009,"QP2524",186
2009,"QP2423",186
2009,"P-23",186
2009,"PO2423",186
2009,"O-23",186
2009,"J-24",187
2009,"J-23",187
2009,"I-23",187
2009,"H-23",187
2009,"F-24",192
2009,"F-23",192
2009,"G-23",192
2009,"G-24",192
2009,"HG2221",178
2009,"G-22",178
2009,"GF2221",178
2009,"HG2120",178
2009,"H-21",178
2009,"E-01",171
2009,"F-01",171
2009,"G-01",171
