"names","mean","upCI","lowCI"
"bottom_temp",0.375501114190325,0.564604326431643,0.186397901949006
"Jan_Feb_ice",-0.249868888830858,-0.0765363766259621,-0.423201401035753
"Mar_Apr_ice",-0.401448036248325,-0.204128064959723,-0.598768007536927
"Jan_Jun_SST",0.490266384855117,0.709319657174693,0.271213112535542
